,fips,county,state,CPT_grocery_stores_2014,CPT_supercenters_2014,CPT_convenience_stores_2014,CPT_specialized_stores_2014,CPT_snap_authorized_stores_2012,CPT_wic_authorized_stores_2012
0,1001,Autauga,AL,0.072208683,0.0180522,0.541565123,0.0361043,0.6740041551080207,0.0900674
1,1003,Baldwin,AL,0.14491957,0.0299834,0.589672732,0.12992789,0.7250554711113442,0.1415168
2,1005,Barbour,AL,0.185963477,0.0371927,0.706661212,0.074385391,1.2805901743808439,0.2573435
3,1007,Bibb,AL,0.222162979,0.0444326,0.666488936,0.0444326,0.7191220073461079,0.2212683
4,1009,Blount,AL,0.103951905,0.0173253,0.467783572,0.0,0.6571438453290908,0.1037596
5,1011,Bullock,AL,0.185804534,0.0,0.2787068,0.0,1.3684679523900452,0.190949
6,1013,Butler,AL,0.147812377,0.0492708,1.034686638,0.0,1.3419018072585809,0.1969764
7,1015,Calhoun,AL,0.232927292,0.0258808,0.638393319,0.0086269,1.1758002546264719,0.1619834
8,1017,Chambers,AL,0.205423172,0.0293462,0.67496185,0.0586923,1.005460310004697,0.176139
9,1019,Cherokee,AL,0.192034413,0.0384069,0.691323885,0.0384069,1.191345451750509,0.230583
10,1021,Chilton,AL,0.136577815,0.022763,0.773940953,0.068288908,1.0668887925329194,0.159748
11,1023,Choctaw,AL,0.22517451,0.0,0.900698041,0.0,1.1980733025257344,0.2200543
12,1025,Clarke,AL,0.20044097,0.080176388,0.521146522,0.080176388,1.5963859412053043,0.3179524
13,1027,Clay,AL,0.22136954,0.0,0.516528926,0.073789847,0.7567299342513336,0.2232974
14,1029,Cleburne,AL,0.132625995,0.0,0.663129973,0.0,1.1236965120460265,0.337109
15,1031,Coffee,AL,0.098214461,0.0196429,0.53035809,0.0196429,0.7316787637555607,0.1560915
16,1033,Colbert,AL,0.183341584,0.0183342,0.78836881,0.0550025,1.0239503361128457,0.1469346
17,1035,Conecuh,AL,0.157853197,0.0,1.104972376,0.0,1.7525614359448425,0.0770357
18,1037,Coosa,AL,0.091861106,0.0,0.734888848,0.0,0.4559547692868868,0.091191
19,1039,Covington,AL,0.158252888,0.0263755,0.923141847,0.052751,1.2844157554999343,0.2371229
20,1041,Crenshaw,AL,0.214638334,0.0,0.50082278,0.0,1.4379038557125612,0.355038
21,1043,Cullman,AL,0.184526812,0.0123018,0.602787585,0.0492071,0.9634510193933367,0.1367479
22,1045,Dale,AL,0.161668418,0.0202086,0.646673672,0.0,0.72522665397933,0.1585917
23,1047,Dallas,AL,0.191795929,0.0239745,0.743209225,0.0,1.2967369665297996,0.233296
24,1049,DeKalb,AL,0.197002744,0.0140716,0.703581228,0.0422149,1.1794222472331646,0.1547552
25,1051,Elmore,AL,0.123491856,0.0246984,0.691554392,0.0,0.815463418869141,0.1240249
26,1053,Escambia,AL,0.106008004,0.026502,0.768558026,0.0,1.112017687003211,0.1579197
27,1055,Etowah,AL,0.125566256,0.0193179,0.656808106,0.0482947,0.9675070886657985,0.1628477
28,1057,Fayette,AL,0.296313856,0.0592628,0.474102169,0.0,0.745843883098785,0.2944121
29,1059,Franklin,AL,0.253156546,0.0316446,0.506313091,0.0316446,0.9681685085482193,0.2203961
30,1061,Geneva,AL,0.374363582,0.0,0.524109015,0.0374364,0.8602230391246768,0.2599235
31,1063,Greene,AL,0.233836081,0.0,1.403016485,0.0,1.7087276550998949,0.2253267
32,1065,Hale,AL,0.197576396,0.0,0.987881981,0.0,0.9802010224417295,0.1949571
33,1067,Henry,AL,0.17452007,0.0,0.872600349,0.0581734,1.0171419756657218,0.1735408
34,1069,Houston,AL,0.15356118,0.0287927,0.64303744,0.0575854,1.170190131718922,0.2030908
35,1071,Jackson,AL,0.208867369,0.0189879,0.892433305,0.0,1.0389357274436208,0.2074728
36,1073,Jefferson,AL,0.163439988,0.0287533,0.694619949,0.0529667,0.8357209270378635,0.1424223
37,1075,Lamar,AL,0.212977424,0.0,0.638932273,0.0,0.8649507913130887,0.2805246
38,1077,Lauderdale,AL,0.182607201,0.0214832,0.537080003,0.0214832,0.8716762839215347,0.1728945
39,1079,Lawrence,AL,0.149356274,0.0298713,0.567553843,0.0298713,0.8028449277932107,0.1773154
40,1081,Lee,AL,0.110207125,0.0194483,0.492690675,0.0194483,0.5981605854616984,0.1018627
41,1083,Limestone,AL,0.099133136,0.0110148,0.616828401,0.0220296,0.7082772415786313,0.1026764
42,1085,Lowndes,AL,0.283553875,0.0,0.56710775,0.0,1.5351079180866416,0.1842129
43,1087,Macon,AL,0.205920206,0.0,0.720720721,0.0,0.6330654979303628,0.1947894
44,1089,Madison,AL,0.125606981,0.0342564,0.608051978,0.0371112,0.6633535424196494,0.102017
45,1091,Marengo,AL,0.149179513,0.0497265,0.994530085,0.0,1.254023495580282,0.2941032
46,1093,Marion,AL,0.099104754,0.066069836,0.79283803,0.0330349,0.7529044525780108,0.2308174
47,1095,Marshall,AL,0.22190287,0.0317004,0.750243036,0.0317004,0.940814833572494,0.1477167
48,1097,Mobile,AL,0.144535475,0.0216803,0.55164373,0.0602231,1.119335678301316,0.1328708
49,1099,Monroe,AL,0.273385884,0.0455643,0.68346471,0.0,1.1319057310562488,0.2654632
50,1101,Montgomery,AL,0.163580015,0.0265265,0.623372489,0.0574741,0.8476392829572729,0.1216603
51,1103,Morgan,AL,0.133771435,0.0167214,0.794267894,0.0334429,0.8333679416365576,0.1495079
52,1105,Perry,AL,0.407083249,0.0,0.610624873,0.0,1.841665848148512,0.3928887
53,1107,Pickens,AL,0.196415419,0.0,0.392830837,0.0,1.2325002147212916,0.3607318
54,1109,Pike,AL,0.179699901,0.02995,0.598999671,0.0,1.2104956502521447,0.2109578
55,1111,Randolph,AL,0.133102622,0.0443675,0.798615733,0.088735081,0.8011760382212422,0.1764057
56,1113,Russell,AL,0.20131526,0.0167763,0.637498322,0.0,0.9137553326415311,0.1902456
57,1115,St. Clair,AL,0.161481943,0.0346033,0.645927771,0.0,0.7723562928462211,0.1407839
58,1117,Shelby,AL,0.125813554,0.0241949,0.474220319,0.0193559,0.5047086789986445,0.1293912
59,1119,Sumter,AL,0.227859638,0.0,1.291204618,0.0,1.2598992080633553,0.372384
60,1121,Talladega,AL,0.110671159,0.0245936,0.897666068,0.0,1.091582886915682,0.1467675
61,1123,Tallapoosa,AL,0.145754889,0.0242925,0.874529333,0.0,0.8360053115688562,0.1943257
62,1125,Tuscaloosa,AL,0.103851403,0.0197812,0.553874152,0.0148359,0.766212142574204,0.1107777
63,1127,Walker,AL,0.152739381,0.0305479,0.687327214,0.0,0.942550953121618,0.1510095
64,1129,Washington,AL,0.118807176,0.0,0.534632292,0.0,1.0131120073255793,0.2337951
65,1131,Wilcox,AL,0.630744278,0.0,0.720850604,0.0,1.8443997317236758,0.5248885
66,1133,Winston,AL,0.33126294,0.0,0.745341615,0.0,1.0542835020186936,0.2903601
67,2013,Aleutians East,AK,1.19047619,0.0,0.0,0.0,1.5817779183802594,0.9490668
68,2016,Aleutians West,AK,0.52173913,0.0,0.173913043,0.0,0.9765038158764499,0.5408329
69,2020,Anchorage,AK,0.106308761,0.0398658,0.199328926,0.063120827,0.38930377415357825,0.0837212
70,2050,Bethel,AK,1.231251399,0.0,0.391761809,0.0,3.1979037529584136,0.9016116
71,2060,Bristol Bay,AK,2.089864159,0.0,1.044932079,0.0,2.0181634712411705,1.009082
72,2068,Denali,AK,0.0,0.0,2.082248829,0.0,0.0,0.0
73,2070,Dillingham,AK,1.202886929,0.0,0.601443464,0.0,1.7878426698450538,1.191895
74,2090,Fairbanks North Star,AK,0.070453013,0.0402589,0.271747335,0.070453013,0.24849077176745918,0.079783
75,2100,Haines,AK,1.16913484,0.0,0.0,0.0,1.1755485893416928,0.783699
76,2105,Hoonah-Angoon,AK,0.0,0.0,0.0,0.0,3.2879286049788634,0.9394082
77,2110,Juneau,AK,0.185150898,0.092575449,0.277726347,0.154292415,0.40443133882131305,0.1535815
78,2122,Kenai Peninsula,AK,0.330567009,0.0347965,0.417558328,0.121787846,0.5975395430579965,0.1933216
79,2130,Ketchikan Gateway,AK,0.290128382,0.0,0.290128382,0.362660477,0.5805936570142971,0.2177226
80,2150,Kodiak Island,AK,0.357500358,0.0,0.071500072,0.143000143,0.7081489804995669,0.2106889
81,2164,Lake and Peninsula,AK,0.613120785,0.0,0.0,0.0,3.7787182587666264,1.813785
82,2170,Matanuska-Susitna,AK,0.10216383,0.0306491,0.214544043,0.0306491,0.38949516458166983,0.0851743
83,2180,Nome,AK,1.731689926,0.0,0.101864113,0.0,2.8828374516725503,1.815431
84,2185,North Slope,AK,0.824487272,0.0,0.309182727,0.0,1.3481281758788757,0.8296174
85,2188,Northwest Arctic,AK,0.907088247,0.0,0.388752106,0.0,2.4327784891165174,1.792574
86,2195,Petersburg,AK,0.0,0.0,0.0,0.0,0.7804370447450573,0.7804371
87,2198,Prince of Wales-Hyder,AK,0.0,0.0,0.0,0.0,1.3620819567611429,0.6955312
88,2220,Sitka,AK,0.449438202,0.0,0.224719101,0.0,0.35006264278870963,0.3316383
89,2230,Skagway,AK,0.0,0.0,0.0,0.0,1.0427528675703859,0.0
90,2240,Southeast Fairbanks,AK,0.432837974,0.0,0.865675949,0.0,0.9798432250839866,0.4199328
91,2261,Valdez-Cordova,AK,0.84317032,0.0,0.73777403,0.21079258,1.680902884978217,0.5145621
92,2270,Wade Hampton,AK,1.747815231,0.0,0.124843945,0.0,2.7852477910103732,2.048918
93,2275,Wrangell,AK,0.0,0.0,0.0,0.0,1.0403662089055348,0.8322929
94,2282,Yakutat,AK,3.149606299,0.0,0.0,0.0,2.994011976047904,2.994012
95,2290,Yukon-Koyukuk,AK,1.622498648,0.0,0.72111051,0.0,6.658001155401502,1.733102
96,4001,Apache,AZ,0.125299326,0.0,0.556885894,0.0139221,0.8128970558098232,0.4098641
97,4003,Cochise,AZ,0.149080409,0.023539,0.43939489,0.0549244,0.7671653241273494,0.1211314
98,4005,Coconino,AZ,0.152525385,0.0217893,0.559259743,0.0581049,0.5698068538574086,0.169104
99,4007,Gila,AZ,0.131779589,0.0376513,0.621246635,0.0188257,0.8248030508304481,0.1693512
100,4009,Graham,AZ,0.15807361,0.0263456,0.447875227,0.0526912,0.6748449861022023,0.1336327
101,4011,Greenlee,AZ,0.213995292,0.0,0.641985876,0.0,1.0887677043096264,0.1136105
102,4012,La Paz,AZ,0.346003658,0.0494291,0.889723691,0.0494291,1.5942672123333828,0.3451506
103,4013,Maricopa,AZ,0.120865406,0.0232433,0.240752145,0.0496674,0.5313064964997692,0.1062867
104,4015,Mohave,AZ,0.09342991,0.0196695,0.442562733,0.0590084,0.6299159674886312,0.0983603
105,4017,Navajo,AZ,0.129508515,0.0185012,0.527284669,0.0092506,0.7820232692774572,0.2334398
106,4019,Pima,AZ,0.126429046,0.0129416,0.288696248,0.0517662,0.5910790808220662,0.0876668
107,4021,Pinal,AZ,0.072154021,0.0149284,0.186605228,0.0248807,0.4053024924812515,0.0774463
108,4023,Santa Cruz,AZ,0.171324553,0.0214156,0.364064675,0.128493415,0.558456475628748,0.1057015
109,4025,Yavapai,AZ,0.14622288,0.0228473,0.329001481,0.077680905,0.6348848036795102,0.1034627
110,4027,Yuma,AZ,0.152523776,0.0295207,0.319807918,0.0246006,0.5332746731192902,0.1299857
111,5001,Arkansas,AR,0.215123158,0.0537808,0.860492632,0.0537808,0.948373209118498,0.2646623
112,5003,Ashley,AR,0.190949017,0.0477373,0.763796066,0.0,1.0066282599269032,0.2787586
113,5005,Baxter,AR,0.17132927,0.0244756,0.489512201,0.0489512,0.6861885272526473,0.1218086
114,5007,Benton,AR,0.123802724,0.0330141,0.354901144,0.0412676,0.564362431903376,0.0904128
115,5009,Boone,AR,0.107538445,0.0268846,0.64523067,0.107538445,0.980076977344371,0.107161
116,5011,Bradley,AR,0.269106566,0.0,0.448510944,0.0,0.8554882863911556,0.1754848
117,5013,Calhoun,AR,0.0,0.0,0.576701269,0.0,0.8793417498900821,0.1884304
118,5015,Carroll,AR,0.180219146,0.0360438,0.612745098,0.144175317,0.8601955813111192,0.1810938
119,5017,Chicot,AR,0.268336315,0.0,0.894454383,0.0,1.3047027610134405,0.3498645
120,5019,Clark,AR,0.088589653,0.0442948,0.48724309,0.0442948,0.5740611556795722,0.1743983
121,5021,Clay,AR,0.264585263,0.0,0.595316841,0.0,0.9085692425401684,0.1912777
122,5023,Cleburne,AR,0.312085511,0.0390107,0.624171023,0.0390107,0.8589067989253977,0.1549907
123,5025,Cleveland,AR,0.118357202,0.0,0.59178601,0.0,0.7051504965032264,0.1159151
124,5027,Columbia,AR,0.125349935,0.0417833,0.668532988,0.0417833,0.8274424876394394,0.2451681
125,5029,Conway,AR,0.18972632,0.0474316,0.758905279,0.0,0.9199668029000487,0.1409311
126,5031,Craighead,AR,0.195087692,0.0487719,0.380420999,0.0195088,0.860613960328203,0.1704517
127,5033,Crawford,AR,0.129665948,0.0324165,0.421414331,0.064832974,0.6120922523918683,0.1452878
128,5035,Crittenden,AR,0.181642044,0.0201824,0.585291031,0.0201824,1.2578050552101447,0.2598909
129,5037,Cross,AR,0.174145237,0.0580484,0.754629361,0.0,0.989651077305887,0.226206
130,5039,Dallas,AR,0.386847195,0.0,1.031592521,0.25789813,1.1268311005383749,0.1252035
131,5041,Desha,AR,0.32615786,0.0,0.652315721,0.0,1.4680483592400695,0.2391391
132,5043,Drew,AR,0.10739985,0.0536999,0.644399098,0.0536999,0.7958526738871401,0.1067065
133,5045,Faulkner,AR,0.082803392,0.024841,0.389175941,0.024841,0.48088803522487306,0.0842432
134,5047,Franklin,AR,0.112327998,0.056164,0.561639989,0.056164,0.7065669160432252,0.055417
135,5049,Fulton,AR,0.082474227,0.0,0.494845361,0.0,0.649456080532554,0.081182
136,5051,Garland,AR,0.174677873,0.0411007,0.503483282,0.082201352,0.7206519234010643,0.1238352
137,5053,Grant,AR,0.110229277,0.0551146,0.606261023,0.0,0.5513547574039068,0.1111976
138,5055,Greene,AR,0.114432187,0.0228864,0.366183,0.0228864,0.6815250716277058,0.092672
139,5057,Hempstead,AR,0.134366462,0.0447888,0.716621131,0.0,0.7300466335910846,0.1787869
140,5059,Hot Spring,AR,0.179812994,0.0299688,0.419563654,0.0299688,0.8509512686909825,0.1497275
141,5061,Howard,AR,0.074074074,0.074074074,0.814814815,0.0,0.8130081300813009,0.2912268
142,5063,Independence,AR,0.162342055,0.027057,0.568197191,0.054114,0.8867882061670044,0.1350439
143,5065,Izard,AR,0.296603886,0.0,0.667358742,0.0,1.32353668794221,0.2968681
144,5067,Jackson,AR,0.171096156,0.0,0.684384624,0.0,1.183712121212121,0.2840909
145,5069,Jefferson,AR,0.235141154,0.0138318,0.539441471,0.0276637,1.1442260080564217,0.1204448
146,5071,Johnson,AR,0.076908287,0.076908287,0.422995578,0.0,0.7335624107177329,0.0772171
147,5073,Lafayette,AR,0.281254395,0.0,0.984390381,0.281254395,1.544246005102726,0.1342823
148,5075,Lawrence,AR,0.236253027,0.0,0.649695824,0.0590633,1.3127988086840663,0.2939102
149,5077,Lee,AR,0.101419878,0.0,0.0,0.0,1.117528060558601,0.0978857
150,5079,Lincoln,AR,0.071581961,0.0,0.357909807,0.0,0.5023284400633525,0.070917
151,5081,Little River,AR,0.159591446,0.079795723,0.558570061,0.0,0.9288644631937456,0.2322161
152,5083,Logan,AR,0.091082977,0.0,0.865288278,0.0,0.6292741360748457,0.0909794
153,5085,Lonoke,AR,0.111798985,0.0279497,0.461170815,0.0139749,0.6168950490890953,0.1002305
154,5087,Madison,AR,0.254129606,0.0,0.381194409,0.063532402,0.4634068392457654,0.1278364
155,5089,Marion,AR,0.183295656,0.0610986,0.366591312,0.0,0.6790197971994205,0.2414293
156,5091,Miller,AR,0.161186331,0.0230266,0.598692088,0.0,0.8269545155918169,0.1145895
157,5093,Mississippi,AR,0.248671866,0.0452131,0.746015599,0.0,1.2675036214389184,0.2414293
158,5095,Monroe,AR,0.395673965,0.0,0.923239251,0.0,2.1078180889115994,0.3832397
