fips,county,state,CNT_population_2013,SQM_total_area_2000,PSM_population_density_2013,metropolitain_area_2013
26067,Ionia,MI,64023,580.23,110.3407269531048,1
26069,Iosco,MI,25380,1890.77,13.423102757077803,0
26071,Iron,MI,11507,1211.02,9.501907482948258,0
26073,Isabella,MI,70177,577.75,121.46603202077023,0
26075,Jackson,MI,159789,723.76,220.77622416270583,0
26077,Kalamazoo,MI,257162,580.18,443.24519976559,1
26079,Kalkaska,MI,17292,570.76,30.296446842806088,1
26081,Kent,MI,623226,872.18,714.5612144282144,0
26083,Keweenaw,MI,2178,5965.96,0.365071170440298,1
26085,Lake,MI,11382,574.6,19.808562478245737,0
26087,Lapeer,MI,88307,663.08,133.17699221813356,0
26089,Leelanau,MI,21695,2532.38,8.567039701782512,1
26091,Lenawee,MI,98784,761.31,129.75529022343068,0
26093,Livingston,MI,184445,585.43,315.05901644944737,0
26095,Luce,MI,6525,1911.89,3.4128532499254662,1
26097,Mackinac,MI,11071,2100.55,5.27052438647021,0
26099,Macomb,MI,855885,569.78,1502.1324019797116,0
26101,Manistee,MI,24444,1280.77,19.08539394270634,1
26103,Marquette,MI,67776,3425.17,19.78763097890032,0
26105,Mason,MI,28656,1241.86,23.075064822121657,0
26107,Mecosta,MI,43265,571.1,75.75731045351075,0
26109,Menominee,MI,23739,1337.99,17.742285069395137,0
26111,Midland,MI,83578,527.89,158.3246509689519,0
26113,Missaukee,MI,15083,573.82,26.285246244466904,1
26115,Monroe,MI,150224,680.03,220.90790112200926,0
26117,Montcalm,MI,62840,720.98,87.15914449776693,1
26119,Montmorency,MI,9361,562.44,16.643553090107392,1
26121,Muskegon,MI,172230,1459.3,118.02233947783184,0
26123,Newaygo,MI,47968,861.39,55.68673887553837,1
26125,Oakland,MI,1,908.0,0.0011013215859030838,0
26127,Oceana,MI,26194,1306.73,20.04545698040146,1
26129,Ogemaw,MI,21211,574.63,36.912448010023844,0
26131,Ontonagon,MI,6314,3741.45,1.6875810180544977,0
26133,Osceola,MI,23261,573.1,40.588030012214276,0
26135,Oscoda,MI,8377,571.57,14.65612260965411,0
26137,Otsego,MI,24104,525.98,45.82683752233925,0
26139,Ottawa,MI,273531,1631.97,167.607860438611,0
26141,Presque Isle,MI,13049,2572.75,5.07200466426975,1
26143,Roscommon,MI,23935,579.84,41.27862858719647,0
26145,Saginaw,MI,196785,815.78,241.22312388143862,0
26147,St. Clair,MI,160206,836.63,191.4896668778313,1
26149,St. Joseph,MI,60938,521.15,116.92986664108223,1
26151,Sanilac,MI,41907,1590.22,26.352957452427965,0
26153,Schoolcraft,MI,8250,1883.69,4.3797015432475614,0
26155,Shiawassee,MI,68825,540.73,127.28163778595602,0
26157,Tuscola,MI,54221,913.82,59.334442231511666,0
26159,Van Buren,MI,75330,1090.19,69.09804712939946,0
26161,Washtenaw,MI,354573,722.53,490.7381008401035,1
26163,Wayne,MI,1,672.2,0.001487652484379649,1
26165,Wexford,MI,32533,575.84,56.49659627674354,1
27001,Aitkin,MN,15739,1995.31,7.887997353794649,0
27003,Anoka,MN,338907,446.26,759.4384439564378,0
27005,Becker,MN,33266,1445.11,23.01970092242113,1
27007,Beltrami,MN,45545,3055.59,14.905468338356911,0
27009,Benton,MN,39248,413.0,95.0314769975787,0
27011,Big Stone,MN,5111,527.88,9.682124725316358,1
27013,Blue Earth,MN,64894,765.9,84.72907690298995,0
27015,Brown,MN,25279,618.6,40.86485612673779,1
27017,Carlton,MN,35364,875.23,40.405379157478606,0
27019,Carver,MN,95624,376.15,254.2177322876512,1
27021,Cass,MN,28525,2414.21,11.815459301386376,1
27023,Chippewa,MN,12108,587.83,20.597791878604358,0
27025,Chisago,MN,53733,442.49,121.43325272887523,0
27027,Clay,MN,60588,1052.74,57.5526720747763,1
27029,Clearwater,MN,8776,1029.79,8.522125870323077,1
27031,Cook,MN,5176,3339.72,1.5498305247146469,0
27033,Cottonwood,MN,11618,648.91,17.903869565887412,0
27035,Crow Wing,MN,63099,1156.56,54.55748080514629,0
27037,Dakota,MN,408351,586.33,696.4525096788498,0
27039,Dodge,MN,20314,439.63,46.20703773627823,1
27041,Douglas,MN,36545,719.94,50.76117454232297,1
27043,Faribault,MN,14171,721.61,19.638031623730267,0
27045,Fillmore,MN,20823,862.15,24.15240967349069,0
27047,Freeborn,MN,30936,722.63,42.810290190000416,1
27049,Goodhue,MN,46390,780.44,59.44082825073036,0
27051,Grant,MN,5982,575.18,10.40022253903126,0
27053,Hennepin,MN,1,606.38,0.001649130908011478,0
27055,Houston,MN,18818,568.91,33.077288147510146,1
27057,Hubbard,MN,20722,999.39,20.734648135362576,1
27059,Isanti,MN,38186,451.87,84.50660588222277,0
27061,Itasca,MN,45442,2927.78,15.520974936641414,1
27063,Jackson,MN,10255,719.46,14.253745864954269,0
27065,Kanabec,MN,16011,533.38,30.0179984251378,0
27067,Kandiyohi,MN,42546,861.97,49.359026416232574,0
27069,Kittson,MN,4490,1103.51,4.068834899547807,0
27071,Koochiching,MN,13121,3154.32,4.159692104795962,0
27073,Lac qui Parle,MN,7004,778.05,9.0019921598869,0
27075,Lake,MN,10805,2990.82,3.6127215947465916,0
27077,Lake of the Woods,MN,3922,1775.05,2.209515224923241,0
27079,Le Sueur,MN,27650,473.86,58.3505676782172,0
27081,Lincoln,MN,5803,548.44,10.580920428852744,1
27083,Lyon,MN,25675,721.46,35.587558561805224,0
27085,McLeod,MN,35977,505.67,71.14719085569641,0
27087,Mahnomen,MN,5482,582.99,9.403248769275633,0
27089,Marshall,MN,9437,1812.79,5.205787763612994,0
27091,Martin,MN,20422,729.56,27.992214485443288,0
27093,Meeker,MN,23098,645.08,35.806411607862586,0
27095,Mille Lacs,MN,25824,681.77,37.877876703287036,0
27097,Morrison,MN,32831,1153.32,28.4665140637464,1
27099,Mower,MN,39262,711.71,55.165727613775275,0
27101,Murray,MN,8544,719.52,11.874583055370245,0
27103,Nicollet,MN,32926,466.95,70.51290288039405,0
27105,Nobles,MN,21750,722.33,30.110891143936982,1
27107,Norman,MN,6659,876.82,7.594489176797974,0
27109,Olmsted,MN,149033,654.5,227.70511841100083,0
27111,Otter Tail,MN,57611,2224.91,25.893631652516284,1
27113,Pennington,MN,14120,618.34,22.83533331177022,0
27115,Pine,MN,29081,1434.57,20.2715796371038,0
27117,Pipestone,MN,9288,466.15,19.924916872251426,0
27119,Polk,MN,31649,1997.81,15.841846822270385,0
27121,Pope,MN,10921,717.29,15.225362126894286,1
27123,Ramsey,MN,527378,170.13,3099.853053547288,0
27125,Red Lake,MN,4055,432.51,9.375505768652747,1
27127,Redwood,MN,15723,881.24,17.841904588988246,0
27129,Renville,MN,15121,987.22,15.31674803995057,0
27131,Rice,MN,64757,516.13,125.46645225040206,0
27133,Rock,MN,9522,482.84,19.7208184905973,0
27135,Roseau,MN,15523,1678.33,9.249074973336588,0
27137,St. Louis,MN,200526,6859.91,29.23157883995563,0
27139,Scott,MN,137481,368.56,373.0220316909051,1
27141,Sherburne,MN,90184,451.0,199.96452328159646,1
27143,Sibley,MN,15057,600.41,25.077863459969024,1
27145,Stearns,MN,152397,1389.93,109.64365111912109,1
27147,Steele,MN,36375,432.16,84.17021473528322,1
27149,Stevens,MN,9755,575.24,16.958139211459564,0
27151,Swift,MN,9549,752.35,12.692231009503555,0
27153,Todd,MN,24427,979.34,24.94230808503686,0
27155,Traverse,MN,3413,585.96,5.824629667554098,0
27157,Wabasha,MN,21414,549.83,38.94658348944218,0
27159,Wadena,MN,13758,543.0,25.337016574585643,1
27161,Waseca,MN,19081,432.81,44.086319632171154,0
27163,Washington,MN,246470,423.16,582.4510823329236,0
27165,Watonwan,MN,11049,439.92,25.115930169121658,1
27167,Wilkin,MN,6539,751.63,8.699759190027008,0
27169,Winona,MN,51346,641.59,80.02930220234106,0
27171,Wright,MN,128396,714.39,179.72815968868545,0
27173,Yellow Medicine,MN,10129,763.39,13.268447320504592,1
28001,Adams,MS,32104,486.25,66.0236503856041,0
28003,Alcorn,MS,37341,401.35,93.038495079108,0
28005,Amite,MS,12865,731.64,17.58378437482915,0
28007,Attala,MS,19301,737.1,26.18504951838285,0
28009,Benton,MS,8502,408.65,20.805089930258173,0
28011,Bolivar,MS,34046,905.76,37.58832361773538,1
28013,Calhoun,MS,14735,587.97,25.060802421892276,0
28015,Carroll,MS,10354,634.54,16.317332240678287,0
28017,Chickasaw,MS,17354,504.27,34.41410355563488,0
28019,Choctaw,MS,8404,419.81,20.01857983373431,0
28021,Claiborne,MS,9167,501.36,18.28426679431945,0
28023,Clarke,MS,16368,693.41,23.60508213034136,0
28025,Clay,MS,20339,416.02,48.88947646747753,0
28027,Coahoma,MS,25188,583.14,43.193744212367534,0
28029,Copiah,MS,28825,779.38,36.98452616182094,0
28031,Covington,MS,19412,414.94,46.78266737359618,1
28033,DeSoto,MS,168395,496.77,338.97980956982104,0
28035,Forrest,MS,76783,470.17,163.30901588787034,1
28037,Franklin,MS,7884,566.74,13.9111409111762,1
28039,George,MS,23193,483.63,47.956082128900185,0
28041,Greene,MS,14237,718.69,19.809653675437254,0
28043,Grenada,MS,21544,449.38,47.94160843829276,0
28045,Hancock,MS,45592,552.53,82.51497656235861,0
28047,Harrison,MS,196367,976.15,201.1647800030733,1
28049,Hinds,MS,245918,877.35,280.29634695389524,1
28051,Holmes,MS,18790,764.18,24.588447747912802,1
28053,Humphreys,MS,8948,431.16,20.75331663419612,0
28055,Issaquena,MS,1413,441.36,3.2014681892332786,0
28057,Itawamba,MS,23465,540.42,43.41993264497983,0
28059,Jackson,MS,140353,1043.3,134.5279401897824,0
28061,Jasper,MS,16491,677.44,24.34311525743977,1
28063,Jefferson,MS,7632,527.19,14.476754111420927,0
28065,Jefferson Davis,MS,11956,409.1,29.22512833048155,0
28067,Jones,MS,68826,699.73,98.36079630714704,0
28069,Kemper,MS,10260,767.0,13.376792698826597,0
28071,Lafayette,MS,51633,679.29,76.01024599213885,0
28073,Lamar,MS,58887,500.49,117.65869447941016,0
28075,Lauderdale,MS,80283,715.28,112.2399619729337,1
28077,Lawrence,MS,12512,435.73,28.715029949739517,0
28079,Leake,MS,23311,585.39,39.821315704060545,0
28081,Lee,MS,85384,453.14,188.4274175751424,0
28083,Leflore,MS,30780,606.35,50.762760781726726,0
28085,Lincoln,MS,34733,588.17,59.05265484468778,0
28087,Lowndes,MS,59945,516.45,116.0712556878691,0
28089,Madison,MS,100187,741.97,135.02837041928922,0
28091,Marion,MS,26121,548.58,47.615662255277265,1
28093,Marshall,MS,36497,709.8,51.418709495632584,0
28095,Monroe,MS,36113,772.04,46.77607377856071,1
28097,Montgomery,MS,10529,407.86,25.815230716422306,0
28099,Neshoba,MS,29465,571.64,51.544678468966474,0
28101,Newton,MS,21650,579.58,37.354636115808,0
28103,Noxubee,MS,11067,700.05,15.808870794943221,0
28105,Oktibbeha,MS,49277,461.9,106.68326477592554,0
28107,Panola,MS,34421,705.13,48.815112106987364,0
28109,Pearl River,MS,54943,818.93,67.09120437644243,0
28111,Perry,MS,12118,650.2,18.63734235619809,0
28113,Pike,MS,39987,410.78,97.3440771215736,1
28115,Pontotoc,MS,30691,500.99,61.26070380646321,0
28117,Prentiss,MS,25422,418.24,60.783282325937265,0
28119,Quitman,MS,7826,406.49,19.25262614086448,0
28121,Rankin,MS,147040,806.09,182.41139326874168,0
28123,Scott,MS,28196,610.38,46.19417412103935,1
28125,Sharkey,MS,4677,434.88,10.754690949227374,0
28127,Simpson,MS,27485,590.53,46.54293600663811,0
28129,Smith,MS,16210,637.27,25.43662811681077,1
28131,Stone,MS,17970,448.07,40.10534068337537,0
28133,Sunflower,MS,27941,707.22,39.50821526540539,0
28135,Tallahatchie,MS,15025,652.08,23.04165133112501,0
28137,Tate,MS,28354,410.95,68.99622825161212,0
28139,Tippah,MS,22051,459.97,47.94008304889449,1
28141,Tishomingo,MS,19479,444.54,43.818329059252264,0
28143,Tunica,MS,10475,480.78,21.787511959732104,0
28145,Union,MS,27789,416.87,66.6610693981337,1
28147,Walthall,MS,14887,404.44,36.808920977153605,0
28149,Warren,MS,48310,618.76,78.0755058504105,0
28151,Washington,MS,49704,761.26,65.29175314609991,0
28153,Wayne,MS,20488,813.5,25.18500307314075,0
28155,Webster,MS,9942,423.34,23.48466953276327,0
28157,Wilkinson,MS,9350,687.66,13.596835645522495,0
28159,Winston,MS,18705,610.11,30.658405861238137,0
28161,Yalobusha,MS,12343,495.0,24.93535353535353,0
28163,Yazoo,MS,27927,934.12,29.896587162248963,0
29001,Adair,MO,25702,569.32,45.145085364996824,1
29003,Andrew,MO,17369,436.5,39.79152348224513,0
29005,Atchison,MO,5424,547.36,9.909383221280327,1
29007,Audrain,MO,25658,696.79,36.823146141592154,0
29009,Barry,MO,35702,790.89,45.141549393721,0
29011,Barton,MO,12219,596.72,20.47694060866068,0
29013,Bates,MO,16489,851.37,19.367607503200727,0
29015,Benton,MO,18866,752.48,25.071762704656607,1
29017,Bollinger,MO,12435,621.2,20.01770766258854,0
29019,Boone,MO,171072,691.31,247.4606182465175,1
29021,Buchanan,MO,89776,414.57,216.55209011747112,1
29023,Butler,MO,42970,698.97,61.47617208177747,1
29025,Caldwell,MO,9069,429.72,21.104440100530574,0
29027,Callaway,MO,44513,847.03,52.55185766737896,1
29029,Camden,MO,43891,708.86,61.91772705470756,1
29031,Cape Girardeau,MO,77636,586.29,132.4191099967593,0
29033,Carroll,MO,9097,702.3,12.953153922825004,1
29035,Carter,MO,6313,509.02,12.40226317237044,0
29037,Cass,MO,100807,702.67,143.4627919222395,0
29039,Cedar,MO,13933,498.51,27.949288880864977,1
29041,Chariton,MO,7627,768.25,9.927757891311424,0
29043,Christian,MO,80774,564.05,143.20361670064707,0
29045,Clark,MO,6906,511.9,13.490916194569252,1
29047,Clay,MO,230365,408.86,563.4324707723915,0
29049,Clinton,MO,20482,423.47,48.367062601837205,1
29051,Cole,MO,76648,399.08,192.0617420066152,1
29053,Cooper,MO,17631,570.22,30.91964504927923,1
29055,Crawford,MO,24535,743.79,32.986461232337085,0
29057,Dade,MO,7546,506.3,14.904206991902035,0
29059,Dallas,MO,16503,542.83,30.40178324705709,0
29061,Daviess,MO,8266,569.07,14.525453810603265,1
29063,DeKalb,MO,12739,425.77,29.91990981046105,0
29065,Dent,MO,15692,754.51,20.797603742826468,1
29067,Douglas,MO,13465,814.6,16.529585072428187,0
29069,Dunklin,MO,31725,547.11,57.98651093929922,0
29071,Franklin,MO,101733,930.65,109.31392037823028,0
29073,Gasconade,MO,14888,526.09,28.29934041703891,1
29075,Gentry,MO,6777,491.81,13.779711677273744,0
29077,Greene,MO,284012,677.8,419.0203599881971,0
29079,Grundy,MO,10377,437.98,23.692862687793962,1
29081,Harrison,MO,8718,726.45,12.000825934338222,0
29083,Henry,MO,22081,732.55,30.142652378677226,0
29085,Hickory,MO,9269,411.74,22.511779278185266,0
29087,Holt,MO,4583,469.05,9.770813346125149,0
29089,Howard,MO,10236,470.55,21.753267452980555,0
29091,Howell,MO,40234,928.33,43.34019152672003,0
29093,Iron,MO,10329,552.05,18.710261751652933,0
29095,Jackson,MO,679717,616.41,1102.7027465485637,0
29097,Jasper,MO,116455,641.32,181.58641551799408,1
29099,Jefferson,MO,221288,664.09,333.2198948937644,1
29101,Johnson,MO,54483,833.03,65.4034068400898,1
29103,Knox,MO,4069,506.77,8.029283501391165,0
29105,Laclede,MO,35637,768.0,46.40234375,0
29107,Lafayette,MO,32875,638.86,51.458848574022475,0
29109,Lawrence,MO,38120,613.38,62.14744530307477,1
29111,Lewis,MO,10136,510.85,19.841440736028183,0
29113,Lincoln,MO,53868,640.41,84.11486391530427,0
29115,Linn,MO,12333,621.46,19.845203231100953,1
29117,Livingston,MO,14914,538.48,27.696478977863613,0
29119,McDonald,MO,22604,539.7,41.88252732999814,0
29121,Macon,MO,15488,812.53,19.061450038767802,1
29123,Madison,MO,12391,497.6,24.90152733118971,0
29125,Maries,MO,9070,529.97,17.114176274128724,0
29127,Marion,MO,28858,444.05,64.9881770070938,0
29129,Mercer,MO,3683,455.18,8.091304538863746,0
29131,Miller,MO,25005,599.94,41.67916791679168,0
29133,Mississippi,MO,14233,428.91,33.184117880207964,0
29135,Moniteau,MO,15759,418.85,37.62444789304047,0
29137,Monroe,MO,8733,670.23,13.02985542276532,1
29139,Montgomery,MO,11941,540.34,22.099048747085167,0
29141,Morgan,MO,20210,613.89,32.921207382430076,0
29143,New Madrid,MO,18332,698.02,26.262857797770838,0
29145,Newton,MO,58783,626.66,93.80365748571792,0
29147,Nodaway,MO,23225,877.75,26.459698091711765,1
29149,Oregon,MO,10993,791.59,13.88723960636188,0
29151,Osage,MO,13690,613.41,22.317862441107906,0
29153,Ozark,MO,9531,755.07,12.62267074575867,1
29155,Pemiscot,MO,17786,512.41,34.71048574383794,0
29157,Perry,MO,19113,484.28,39.46683736681259,0
29159,Pettis,MO,42163,686.34,61.43165195092811,0
29161,Phelps,MO,44915,674.28,66.61179332028236,0
29163,Pike,MO,18577,684.81,27.12723237102262,0
29165,Platte,MO,93333,427.22,218.46589579139552,0
29167,Polk,MO,30994,642.46,48.2426921520406,1
29169,Pulaski,MO,53783,551.41,97.53722275620682,1
29171,Putnam,MO,4884,519.66,9.398452834545663,0
29173,Ralls,MO,10180,483.82,21.04088297300649,0
29175,Randolph,MO,24941,487.65,51.145288629139756,0
29177,Ray,MO,23029,573.57,40.150286800216186,0
29179,Reynolds,MO,6583,814.41,8.083152220625974,1
29181,Ripley,MO,14028,631.66,22.208149954089226,0
29183,St. Charles,MO,374196,592.35,631.7143580653328,0
29185,St. Clair,MO,9508,701.9,13.546089186493804,1
29186,Ste. Genevieve,MO,17941,508.94,35.2516996109561,0
29187,St. Francois,MO,66229,452.4,146.394783377542,0
29189,St. Louis,MO,1,523.69,0.001909526628348832,0
29195,Saline,MO,23227,764.59,30.37837272263566,1
29197,Schuyler,MO,4365,308.16,14.164719626168225,0
29199,Scotland,MO,4919,439.25,11.198634035287421,0
29201,Scott,MO,39205,426.04,92.02187588019905,0
29203,Shannon,MO,8271,1003.99,8.238129861851213,0
29205,Shelby,MO,6163,502.43,12.266385367115815,0
29207,Stoddard,MO,29855,828.94,36.01587569667286,0
29209,Stone,MO,31334,510.91,61.32978411070442,0
29211,Sullivan,MO,6484,651.43,9.95348694410758,0
29213,Taney,MO,53295,651.48,81.8060416282925,0
29215,Texas,MO,25639,1179.24,21.741969404022928,0
29217,Vernon,MO,20908,837.04,24.978495651342826,0
29219,Warren,MO,33038,437.74,75.4740256773427,0
29221,Washington,MO,25165,762.46,33.00501009889043,1
29223,Wayne,MO,13422,774.09,17.33906910049219,0
29225,Webster,MO,36492,593.69,61.46642186999949,0
29227,Worth,MO,2085,266.75,7.816307403936269,1
29229,Wright,MO,18430,683.18,26.976785034690714,0
29510,St. Louis,MO,317947,66.15,4806.455026455026,0
30001,Beaverhead,MT,9276,5572.04,1.6647403823375282,1
30003,Big Horn,MT,13122,5014.65,2.6167329723908948,0
30005,Blaine,MT,6577,4238.92,1.5515744576448718,0
30007,Broadwater,MT,5665,1238.94,4.572457100424557,0
30009,Carbon,MT,10314,2062.19,5.0014790101785,0
30011,Carter,MT,1164,3348.29,0.3476401386976636,1
30013,Cascade,MT,82367,2711.65,30.375232791842603,0
30015,Chouteau,MT,5853,3997.0,1.464348261195897,1
30017,Custer,MT,11918,3793.22,3.1419216391350884,0
30019,Daniels,MT,1792,1426.52,1.2562039088130557,0
30021,Dawson,MT,9404,2383.13,3.9460709235333367,0
30023,Deer Lodge,MT,9283,741.16,12.524960872146366,0
30025,Fallon,MT,3045,1623.02,1.8761321487104288,0
30027,Fergus,MT,11513,4350.36,2.6464476503094,0
30029,Flathead,MT,92975,5256.45,17.687793092296133,0
30031,Gallatin,MT,94637,2631.84,35.95849291750258,0
30033,Garfield,MT,1279,4847.54,0.2638451668268854,0
30035,Glacier,MT,13785,3037.11,4.538854371425466,0
30037,Golden Valley,MT,859,1176.4,0.7301938116286977,0
30039,Granite,MT,3134,1733.11,1.808309916854672,1
30041,Hill,MT,16597,2916.05,5.691603367569143,0
30043,Jefferson,MT,11512,1658.83,6.9398310857652685,0
30045,Judith Basin,MT,2016,1870.71,1.0776656991195857,0
30047,Lake,MT,29097,1653.72,17.59487700457151,0
30049,Lewis and Clark,MT,65365,3497.56,18.68874300941228,0
30051,Liberty,MT,2372,1447.19,1.6390384123715611,0
30053,Lincoln,MT,19414,3675.11,5.282562970904271,0
30055,McCone,MT,1707,2682.77,0.6362826481584333,0
30057,Madison,MT,7695,3602.85,2.1358091510887216,0
30059,Meagher,MT,1918,2394.83,0.8008919213472355,0
30061,Mineral,MT,4272,1223.38,3.4919648841733557,0
30063,Missoula,MT,111707,2618.34,42.66329048175562,0
30065,Musselshell,MT,4640,1870.91,2.480076540293226,1
30067,Park,MT,15658,2813.59,5.565132091029611,0
30069,Petroleum,MT,504,1674.01,0.3010734702899027,0
30071,Phillips,MT,4164,5212.17,0.7988994986732972,0
30073,Pondera,MT,6237,1639.85,3.803396652132817,0
30075,Powder River,MT,1756,3297.94,0.5324535922424302,0
30077,Powell,MT,6963,2332.68,2.9849786511651835,0
30079,Prairie,MT,1172,1742.56,0.6725736846937839,0
30081,Ravalli,MT,40741,2400.32,16.97315357952273,0
30083,Richland,MT,11179,2103.02,5.3156888664872435,0
30085,Roosevelt,MT,11121,2369.65,4.693098136855654,0
30087,Rosebud,MT,9322,5026.94,1.8544084472860232,0
30089,Sanders,MT,11328,2790.03,4.060171396006496,0
30091,Sheridan,MT,3654,1706.3,2.14147570767157,0
30093,Silver Bow,MT,34507,718.97,47.99504847211985,0
30095,Stillwater,MT,9315,1804.61,5.161780107613278,0
30097,Sweet Grass,MT,3672,1862.0,1.9720730397422128,0
30099,Teton,MT,6062,2292.58,2.6441825367053715,0
30101,Toole,MT,5129,1945.86,2.6358525279310947,0
30103,Treasure,MT,700,984.11,0.7113025982867769,0
30105,Valley,MT,7616,5061.98,1.504549603119728,0
30107,Wheatland,MT,2132,1428.29,1.4926940607299641,0
30109,Wibaux,MT,1126,890.09,1.2650406138705077,0
30111,Yellowstone,MT,153982,2649.05,58.1272531662294,0
31001,Adams,NE,31590,564.16,55.9947532614861,1
31003,Antelope,NE,6451,858.43,7.514881819134933,0
31005,Arthur,NE,454,718.32,0.6320302929056687,0
31007,Banner,NE,766,746.37,1.0263006283746667,0
31009,Blaine,NE,482,714.34,0.6747487190973486,0
31011,Boone,NE,5386,687.25,7.837031647871952,0
31013,Box Butte,NE,11305,1077.84,10.488569732056707,0
31015,Boyd,NE,2022,544.59,3.7128849226023246,0
31017,Brown,NE,2925,1225.08,2.3875991771965914,0
31019,Buffalo,NE,48030,975.27,49.24790058137746,0
31021,Burt,NE,6583,497.1,13.24280828807081,0
31023,Butler,NE,8311,584.41,14.221180335723211,0
31025,Cass,NE,25365,566.21,44.797866515956976,0
31027,Cedar,NE,8681,745.81,11.639693755782304,1
31029,Chase,NE,3988,897.63,4.4428105121263775,0
31031,Cherry,NE,5774,6009.54,0.960805652346103,0
31033,Cheyenne,NE,10066,1196.45,8.413222449747169,0
31035,Clay,NE,6374,573.53,11.113629627046537,0
31037,Colfax,NE,10424,418.58,24.903244302164463,0
31039,Cuming,NE,9008,574.54,15.678629860410068,0
31041,Custer,NE,10787,2576.08,4.187369957454737,0
31043,Dakota,NE,20848,267.39,77.96851041549795,0
31045,Dawes,NE,9118,1400.86,6.508858843853062,1
31047,Dawson,NE,24083,1019.3,23.62699892082802,0
31049,Deuel,NE,1929,440.79,4.376233580616621,0
31051,Dixon,NE,5821,482.72,12.05875041431886,0
31053,Dodge,NE,36598,543.92,67.28563023974114,1
31055,Douglas,NE,537483,339.6,1582.6943462897525,0
31057,Dundy,NE,1974,920.79,2.1438112924771118,1
31059,Fillmore,NE,5664,576.62,9.822760223370675,0
31061,Franklin,NE,3086,576.11,5.356615924042283,0
31063,Frontier,NE,2716,980.06,2.7712589025161725,0
31065,Furnas,NE,4845,720.51,6.724403547487197,0
31067,Gage,NE,21818,859.94,25.371537549131325,0
31069,Garden,NE,1909,1731.0,1.102830733679954,0
31071,Garfield,NE,2014,571.34,3.5250463821892386,0
31073,Gosper,NE,1961,462.74,4.237800924925444,0
31075,Grant,NE,621,783.23,0.7928705488809162,0
31077,Greeley,NE,2477,570.71,4.340207811322738,0
31079,Hall,NE,60752,552.22,110.0141248053312,0
31081,Hamilton,NE,9100,546.77,16.643195493534762,1
31083,Harlan,NE,3506,574.18,6.106099132676165,1
31085,Hayes,NE,966,713.33,1.3542119355697924,0
31087,Hitchcock,NE,2864,718.57,3.9856938085363978,0
31089,Holt,NE,10436,2417.65,4.316588422641821,0
31091,Hooker,NE,730,721.51,1.0117669886765257,0
31093,Howard,NE,6346,575.74,11.02233647132386,0
31095,Jefferson,NE,7518,575.5,13.063423110338835,1
31097,Johnson,NE,5133,376.82,13.621888434796455,0
31099,Kearney,NE,6499,516.13,12.591788890395833,0
31101,Keith,NE,8121,1109.77,7.317732503131278,0
31103,Keya Paha,NE,798,774.17,1.0307813529328185,0
31105,Kimball,NE,3677,952.31,3.86113765475528,0
31107,Knox,NE,8570,1139.65,7.5198525863203605,0
31109,Lancaster,NE,297489,846.71,351.34697830426,0
31111,Lincoln,NE,36024,2575.1,13.989359636518971,1
31113,Logan,NE,763,571.15,1.335901251860282,0
31115,Loup,NE,581,571.02,1.0174774964099331,0
31117,McPherson,NE,522,860.02,0.606962628776075,0
31119,Madison,NE,35231,575.05,61.26597687157639,0
31121,Merrick,NE,7792,494.72,15.7503234152652,0
31123,Morrill,NE,4867,1429.81,3.4039487764108523,1
31125,Nance,NE,3599,448.04,8.032764931702527,0
31127,Nemaha,NE,7169,411.89,17.405132438272354,0
31129,Nuckolls,NE,4385,575.96,7.613375928883951,0
31131,Otoe,NE,15780,619.09,25.48902421295773,0
31133,Pawnee,NE,2719,432.95,6.280170920429611,0
31135,Perkins,NE,2897,884.27,3.2761486876180355,0
31137,Phelps,NE,9206,540.6,17.029226785053645,0
31139,Pierce,NE,7161,575.27,12.448067863785699,0
31141,Platte,NE,32547,689.08,47.23254193997794,0
31143,Polk,NE,5251,440.72,11.914594300235978,0
31145,Red Willow,NE,11010,718.06,15.332980530874858,0
31147,Richardson,NE,8143,555.95,14.647000629553014,0
31149,Rock,NE,1395,1011.85,1.3786628452833918,0
31151,Saline,NE,14357,576.06,24.922751102315733,0
31153,Sarpy,NE,169410,247.28,685.0938207699774,0
31155,Saunders,NE,20915,758.82,27.562531298595186,1
31157,Scotts Bluff,NE,36870,745.5,49.456740442655935,1
31159,Seward,NE,17077,575.73,29.661473260035084,0
31161,Sheridan,NE,5236,2469.99,2.119846639055219,1
31163,Sherman,NE,3109,571.63,5.4388328114339695,0
31165,Sioux,NE,1325,2067.32,0.6409264168101696,0
31167,Stanton,NE,6090,431.06,14.127963624553427,0
31169,Thayer,NE,5189,575.3,9.019641925951678,0
31171,Thomas,NE,700,713.65,0.9808729769494849,0
31173,Thurston,NE,6870,396.25,17.337539432176655,0
31175,Valley,NE,4197,570.51,7.3565756954304025,0
31177,Washington,NE,20223,393.76,51.35869565217392,0
31179,Wayne,NE,9428,443.48,21.259132317128167,1
31181,Webster,NE,3667,575.02,6.377169489756877,0
31183,Wheeler,NE,759,575.57,1.3186927741195684,0
31185,York,NE,13853,576.02,24.04951216971633,0
32001,Churchill,NV,24049,5023.38,4.787414051893347,0
32003,Clark,NV,2,8090.66,0.00024719862162048584,0
32005,Douglas,NV,47015,737.65,63.736189249644134,1
32007,Elko,NV,52464,17202.94,3.0497112702828706,0
32009,Esmeralda,NV,831,3589.0,0.23154081916968516,0
32011,Eureka,NV,2056,4179.96,0.4918707356051254,0
