fips,county,state,PCT_older_65_2010,PCT_younger_18_2010
1001,Autauga,AL,11.995382162687141,26.777958989206724
1003,Baldwin,AL,16.771184813321263,22.987408443749484
1005,Barbour,AL,14.236806643114688,21.906981826128128
1007,Bibb,AL,12.68164957451451,22.696923412611827
1009,Blount,AL,14.722096228324203,24.608352813928335
1011,Bullock,AL,13.459776433938062,22.264980758658602
1013,Butler,AL,16.65632310116007,24.137107939084355
1015,Calhoun,AL,14.328846607968154,22.877239145835443
1017,Chambers,AL,16.676896098202544,22.51351746310098
1019,Cherokee,AL,17.896032937011814,21.41675324175613
1021,Chilton,AL,13.566895034713472,25.11284742112137
1023,Choctaw,AL,18.17591456815066,22.663972869615414
1025,Clarke,AL,16.157627840359233,24.731932024929353
1027,Clay,AL,17.578237151880565,22.566752799310937
1029,Cleburne,AL,15.769436281057974,23.71760619823671
1031,Coffee,AL,14.435012412909426,24.193160887322815
1033,Colbert,AL,17.386271771882118,22.109943411479385
1035,Conecuh,AL,17.856062896885394,22.996673722407017
1037,Coosa,AL,17.07253661495797,20.539041511396135
1039,Covington,AL,18.37415596451741,22.56851582152787
1041,Crenshaw,AL,15.892420537897312,23.788292823241765
1043,Cullman,AL,15.931646892022982,23.183593264184267
1045,Dale,AL,13.450478597440846,24.829356629718813
1047,Dallas,AL,14.06891830214514,26.460520310360565
1049,DeKalb,AL,13.887131024202281,25.82795426739231
1051,Elmore,AL,11.8986671374349,23.58927152818935
1053,Escambia,AL,15.167410423027741,22.64933844828936
1055,Etowah,AL,15.807718088671837,22.968495643014457
1057,Fayette,AL,17.887593527057597,22.255089611971464
1059,Franklin,AL,15.218899823366137,24.81390360837749
1061,Geneva,AL,17.4468085106383,22.362821948488243
1063,Greene,AL,16.07517965726921,24.25649530127142
1065,Hale,AL,15.038071065989847,24.841370558375633
1067,Henry,AL,17.593341810195355,22.644780950179168
1069,Houston,AL,14.451436280737,24.546269215240233
1071,Jackson,AL,16.48223645894001,22.51676780581284
1073,Jefferson,AL,13.127936749961275,23.46787837185215
1075,Lamar,AL,18.758582806921176,22.157374347706675
1077,Lauderdale,AL,16.77614902544521,21.55346298633358
1079,Lawrence,AL,14.557791432482018,23.192288651387635
1081,Lee,AL,9.066860610209131,22.525259007322795
1083,Limestone,AL,12.305815273851803,23.989514628784033
1085,Lowndes,AL,14.64731392158598,24.179130896539515
1087,Macon,AL,14.12921872086519,20.6041394741749
1089,Madison,AL,12.207782898411343,23.741752809794182
1091,Marengo,AL,16.2838255576164,24.68730679602416
1093,Marion,AL,18.34221471276319,21.656485573173903
1095,Marshall,AL,14.902331781679013,25.00456895902988
1097,Mobile,AL,12.910903843173719,25.08063110181311
1099,Monroe,AL,15.684064504941912,25.320790705739554
1101,Montgomery,AL,11.955284854139508,24.488256606340165
1103,Morgan,AL,14.119173152565068,23.955142689764834
1105,Perry,AL,16.702860919648757,24.105372486073083
1107,Pickens,AL,16.89456092373139,23.300921705661906
1109,Pike,AL,12.799781148363174,20.31064774005289
1111,Randolph,AL,16.968533147121722,23.88600357875442
1113,Russell,AL,12.691937220239108,25.495306627382096
1115,St. Clair,AL,13.05013577691912,23.71729690285072
1117,Shelby,AL,10.573339826229592,25.610374964758954
1119,Sumter,AL,14.989464506284966,22.291651529463053
1121,Talladega,AL,14.085379932191856,23.435126563050638
1123,Tallapoosa,AL,17.284217608612074,22.152537485582467
1125,Tuscaloosa,AL,10.81394870951833,21.466587210258094
1127,Walker,AL,16.254121719409756,22.540023573996987
1129,Washington,AL,14.731812752403162,25.504806325009955
1131,Wilcox,AL,15.012853470437019,26.99228791773779
1133,Winston,AL,17.69727168763274,21.642705440287536
2013,Aleutians East,AK,4.934734161095192,11.811524992040752
2016,Aleutians West,AK,3.4705988131631003,14.65563747527423
2020,Anchorage,AK,7.243700013021457,25.969584615490053
2050,Bethel,AK,6.118850290953977,36.54852171868571
2060,Bristol Bay,AK,8.324974924774322,22.567703109327983
2068,Denali,AK,7.502738225629792,22.508214676889377
2070,Dillingham,AK,7.571693831235817,32.906952754281
2090,Fairbanks North Star,AK,6.533034094752052,25.620766337709185
2100,Haines,AK,13.75598086124402,19.896331738437002
2105,Hoonah-Angoon,AK,13.395348837209303,19.72093023255814
2110,Juneau,AK,8.425259792166267,23.456434852118306
2122,Kenai Peninsula,AK,11.328519855595667,23.666064981949457
2130,Ketchikan Gateway,AK,10.143206945165838,23.944498033687022
2150,Kodiak Island,AK,6.731901118304886,28.649205414949968
2164,Lake and Peninsula,AK,7.786633966891478,30.16554261189454
2170,Matanuska-Susitna,AK,7.943142873195123,28.899376369458956
2180,Nome,AK,6.352718078381796,34.33417614833544
2185,North Slope,AK,4.262990455991517,23.870625662778366
2188,Northwest Arctic,AK,6.048119101422305,35.29177189950817
2195,Petersburg,AK,11.48099606815203,23.35517693315858
2198,Prince of Wales-Hyder,AK,10.05576542543623,25.616118006835762
2220,Sitka,AK,11.350073189956086,23.53338587996847
2230,Skagway,AK,9.090909090909092,15.702479338842975
2240,Southeast Fairbanks,AK,9.446578460662968,26.30530658699673
2261,Valdez-Cordova,AK,8.281444582814446,24.366957243669574
2270,Wade Hampton,AK,5.4162756401662415,41.57393752513742
2275,Wrangell,AK,15.787252005065428,21.950189953566905
2282,Yakutat,AK,9.667673716012084,24.47129909365559
2290,Yukon-Koyukuk,AK,10.18253400143164,27.773801002147458
4001,Apache,AZ,11.560725971084203,31.68433121731592
4003,Cochise,AZ,17.273460935239747,23.030773681726128
4005,Coconino,AZ,8.870637772371877,23.648090700113823
4007,Gila,AZ,23.22891206597384,21.40231729387839
4009,Graham,AZ,11.448146157979581,28.41214400859753
4011,Greenlee,AZ,12.04219509304255,29.192841057247836
4012,La Paz,AZ,32.61750207428376,17.951095709893114
4013,Maricopa,AZ,12.12016817928295,26.403723019231528
4015,Mohave,AZ,23.30732418850469,20.613329603468774
4017,Navajo,AZ,13.25372967640462,29.75644259136893
4019,Pima,AZ,15.433919264523906,22.985260078162696
4021,Pinal,AZ,13.857146658860472,26.532187242196027
4023,Santa Cruz,AZ,13.125263601855758,30.704344158582874
4025,Yavapai,AZ,24.0564271938512,19.081849758094705
4027,Yuma,AZ,15.655603291937206,28.191426863719727
5001,Arkansas,AR,16.378358483621643,23.26620747673379
5003,Ashley,AR,16.217452981284033,24.390243902439025
5005,Baxter,AR,28.08517813696914,18.081083034230243
5007,Benton,AR,12.192157730901467,27.94265809459698
5009,Boone,AR,18.08254071484703,23.263691298810397
5011,Bradley,AR,17.735488355926314,23.29683698296837
5013,Calhoun,AR,17.194485842026825,20.529061102831594
5015,Carroll,AR,18.69489178751002,22.52787291408584
5017,Chicot,AR,18.21186440677966,23.084745762711865
5019,Clark,AR,14.829310719721677,19.48249619482496
5021,Clay,AR,20.021140334514705,22.321706149350245
5023,Cleburne,AR,23.557951482479783,19.876780901039663
5025,Cleveland,AR,16.296466797099782,24.755437910001152
5027,Columbia,AR,15.998696643857935,22.784294558488106
5029,Conway,AR,16.88525360785973,24.18558736426456
5031,Craighead,AR,12.172993374324731,25.03136567713572
5033,Crawford,AR,13.290178859688769,26.393103893588172
5035,Crittenden,AR,10.759891556323916,29.093159404345602
5037,Cross,AR,15.439283715724677,25.14829322887521
5039,Dallas,AR,18.161655988171514,23.570724494825036
5041,Desha,AR,15.144526445264454,25.960947109471093
5043,Drew,AR,14.776595169917336,23.56151061645686
5045,Faulkner,AR,9.994966309598453,24.499059494688133
5047,Franklin,AR,16.590344827586208,24.446896551724137
5049,Fulton,AR,22.392813393221722,21.21682319314006
5051,Garland,AR,20.930184120636508,20.924977089061066
5053,Grant,AR,14.512967008345937,24.169607348904947
5055,Greene,AR,14.335946780708007,25.160370634354955
5057,Hempstead,AR,15.02056703082843,25.998496174089965
5059,Hot Spring,AR,15.685083376363028,23.34538164808796
5061,Howard,AR,15.258539415476106,26.274566683588368
5063,Independence,AR,15.63565912625863,23.991049744863155
5065,Izard,AR,23.57622663551402,19.166179906542055
5067,Jackson,AR,15.869311551925321,20.747902428182474
5069,Jefferson,AR,13.243365403241429,23.798024149286498
5071,Johnson,AR,14.678935003915427,24.780736100234925
5073,Lafayette,AR,19.398299542184436,23.230869849574887
5075,Lawrence,AR,18.145277060005743,22.92276772896928
5077,Lee,AR,15.416346891788182,20.72141212586339
5079,Lincoln,AR,12.438092542804585,19.40710343851705
5081,Little River,AR,17.10576266039025,23.81747779211905
